Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
172290,2.087029457,0.164716137,-1.765379009,0.379349257,0.502933132,-0.789036849,0.189938654,-0.233420814,0.486187077,-0.381325435,-0.686694561,0.160277563,0.214309322,-0.878308876,0.203121911,0.356180276,0.409637374,-0.271848799,0.111113407,-0.143993263,-0.373775234,-0.963143021,0.319428461,0.382252432,-0.232924195,0.18098655,-0.062010513,-0.031855683,1.29,0
172291,0.031406262,0.694816666,0.083232503,-0.797911888,0.564317706,-0.560786914,0.80590099,0.051452504,-0.053817036,-0.200190471,0.100551187,-0.097213892,-1.431276174,0.567145892,-0.910813549,0.309836374,-0.750185447,0.079493463,0.394425545,-0.101535757,-0.255890922,-0.664634759,0.018843986,-0.539177449,-0.504019035,0.15513327,0.232845962,0.079420057,4.49,0
172292,-0.954530219,1.144891353,1.758337957,-0.381647511,-0.331681393,-0.347904396,0.257276052,0.401562287,-0.254695296,-1.288400397,-0.927633313,0.733321033,1.159508702,-0.013627271,0.522850225,0.041675122,-0.272155323,-0.049012172,0.452010049,-0.042217854,-0.123471312,-0.392080134,-0.212420723,-0.03009912,0.374668837,-0.416062523,-0.044051256,0.015534092,12.99,0
172293,2.019538662,0.085411359,-1.611515336,0.349158661,0.346883256,-0.673254166,0.058907025,-0.078677103,0.281945559,-0.197645291,1.230351905,0.684871993,-0.452264995,-0.557277301,-0.465220052,0.476856494,0.313625648,0.175422784,0.274641674,-0.177474426,-0.305479659,-0.830118786,0.355726921,0.658849023,-0.32654775,0.143963532,-0.068788868,-0.039669006,1.29,0
172293,2.085142179,-0.836974743,-0.573320086,0.397696837,-0.62861295,0.582911009,-1.139472387,0.244996142,0.000518823,1.169586801,-0.690743746,-0.147054686,-0.619225772,0.040576362,-0.391976769,-0.814963728,-0.848081943,2.476201343,-0.764497214,-0.701411352,-0.149737954,0.218968011,0.049633753,-1.166072021,-0.03803359,-0.430701815,0.079105262,-0.05153338,4.06,0
172294,-0.968542887,0.339363888,0.768262902,-0.665180821,1.08102642,-1.087319471,0.710126026,-0.108859248,-0.454661532,-0.519438336,0.881683262,0.466486031,-0.435895598,0.61748264,-0.154351327,-0.127137701,-0.703788473,0.568891111,-0.051873973,-0.088607551,0.413836711,1.090332222,-0.343489725,0.050374268,0.36919887,-0.11035315,-0.086965746,0.2072978,2.85,0
172295,-1.135536984,-0.048431045,1.525031423,-0.908986384,0.62443432,-1.088310182,0.297095631,-0.097144861,0.184768656,-0.842003238,-0.896148812,0.451554011,0.705363117,-0.347765315,-0.246434622,0.55462477,-0.823078754,-0.510312517,-0.655805973,-0.167440716,-0.178474101,-0.534331846,0.012065127,0.064168984,-0.593052724,0.107878933,0.001903192,0.177088414,39.98,0
172298,-0.389513474,0.656861265,-0.001180823,-1.212436408,1.642459468,1.47215113,0.649760256,0.561899521,-0.260400818,-0.441302179,0.53438853,0.134685088,-1.147359115,0.607092262,-0.127669919,-0.549950211,-0.018894315,-1.157150541,-0.484751517,-0.100781724,-0.157971347,-0.308148444,0.054862116,-0.977805626,-0.774970107,0.21994589,0.384668387,0.214516708,6.74,0
172300,-11.38000275,9.352801624,-7.532242563,-2.48550707,-3.856501269,-1.256237663,-2.902647078,4.623851152,4.848229334,8.487950396,-0.802989773,2.493792511,0.962650136,0.796132959,-0.884699993,0.863649582,0.266881277,-0.128690357,-0.499816012,3.450848907,-0.96953041,-1.494616297,0.780881313,-1.245008703,1.640641925,0.308059566,2.132253791,1.237470376,8.94,0
172300,-2.874078623,2.207158803,-1.442344529,-0.813450821,-0.585512789,-1.134129304,-0.159233813,0.623138816,0.231813268,0.397844425,0.250834338,0.379466137,-1.312488874,1.334719908,-0.318849805,0.192721011,-0.358553126,0.74200252,-0.054160416,-0.957854061,0.749186153,1.206119952,0.10413504,0.070742614,-0.583255561,-0.434975852,-2.041694793,-0.031360133,0.99,0
172300,-0.23828259,-0.469035766,0.02855258,-1.4981886,0.602191574,-1.051442665,0.171108561,-0.084379853,-1.373840981,0.527442059,0.031368047,-0.376621939,-0.703679998,0.566688225,-0.620465459,-1.124247175,-0.691082999,2.00381012,-0.810453824,-0.442723804,0.093120793,0.545745259,0.052051697,-0.333421725,-0.954806074,0.613311034,0.153145991,0.228665986,23.95,0
172300,2.146074862,-1.772611881,0.384122202,-1.388561778,-2.303626078,-0.338894648,-1.962340227,0.00407384,-0.527323494,1.453232406,-0.969372544,-0.357738708,1.422891103,-1.16786906,0.395466008,0.120486568,0.118598253,0.576698625,-0.602851497,-0.291802534,0.097149532,0.803148505,0.234109858,0.06031173,-0.521562547,-0.099034794,0.079497291,-0.017641973,51,0
172301,-2.069405452,-1.027168598,1.18034938,-0.191722315,0.856914358,-1.5091543,-0.833407424,0.640318858,0.359458819,-1.12997046,-1.340174304,-0.411870527,-1.23156448,0.658384094,0.819144939,0.459465176,-0.412553033,0.255987072,-0.350200353,0.194553784,0.11153748,-0.493412484,-0.051267428,-0.150046501,-0.364975645,-0.619380141,0.049978743,-0.205516684,1,0
172301,0.579055212,2.014843439,-0.614524497,4.779894938,1.237174858,0.176914453,0.628245876,0.121307795,-2.088719173,0.89112888,1.220836297,-0.424856994,0.043680556,-2.343807175,-0.075880638,0.937205115,1.963095077,1.413688834,1.171042643,0.315038643,-0.377765097,-0.886293541,0.109079371,-0.631765014,-0.706677592,0.048716794,0.3067985,0.07028863,0.9,0
172303,-0.243183019,1.136268514,-0.346646314,-0.712046809,0.475884976,-0.778305789,0.660951807,0.239887924,-0.231063209,-0.644165946,-1.616872312,0.306454784,0.635708732,0.29839811,-0.440632196,0.208922434,-0.516465183,-0.540000628,0.169267223,-0.100927391,-0.259489873,-0.673314419,0.030276126,-0.65020195,-0.358523042,0.182165176,0.124463453,0.028292103,1.98,0
172304,-0.771316717,1.247051062,-0.926952088,0.480547885,1.788204364,1.580280144,0.639208951,0.800931652,-0.923496787,-0.06179938,0.351028882,0.482684044,-0.598619657,1.068154395,-0.185344119,-1.466674101,0.62018384,-0.780735055,0.329603832,-0.142328438,0.234553116,0.870215284,-0.136086544,-0.941502825,-0.074448574,-0.302091276,0.231217293,0.14439941,14.99,0
172305,-0.2014996,1.141592716,-0.013911317,-0.190544001,0.907019069,-1.204594188,1.11943026,-0.391805236,-0.440343754,-1.04304939,-0.164541807,0.488781537,1.442082524,-1.148806397,0.697263177,-0.113133747,0.460824397,0.416902167,-0.159646598,0.004756464,0.281943327,0.955780792,-0.347500324,-0.033993917,0.356593395,-0.042058993,-0.070547934,0.051888396,7.04,0
172305,0.311761972,-2.602831802,-2.942922998,1.880832449,-0.090803845,-0.480138915,1.865719959,-0.549266805,-0.303862491,0.069705248,0.483267914,0.79151995,-0.265181748,1.087383215,-0.925337461,-0.356698331,-0.496973898,0.200130473,-0.165600169,1.520971109,0.718150736,0.220383132,-0.913711121,-0.332604668,0.27802587,-0.474820172,-0.200782142,0.073385614,897,0
172308,-0.690407385,0.892943819,1.423516505,-0.44553282,-0.11160579,-0.276614589,0.448825259,-0.203632921,1.129810622,0.109972503,-1.17496029,-0.091704602,0.018394274,-0.646480075,0.412753929,-0.262102208,-0.573553283,0.4616606,0.147347536,0.220504707,0.231869619,1.156136792,-0.310581779,-0.076257681,-0.198463066,-0.147996674,0.12331051,0.07882642,4.72,0
172308,2.118376144,-0.092092865,-1.904607311,-0.112836314,0.798152152,-0.010234183,0.067096891,-0.088130832,0.414470156,0.18172091,0.003804956,0.532244784,0.084331976,0.625790262,0.174826638,0.326657113,-1.163854432,0.831264583,0.476940212,-0.17712726,0.218498457,0.724406885,-0.108140339,-0.317233045,0.39744583,-0.095045779,-0.030390099,-0.073032858,0.99,0
172309,0.344369629,1.102243881,1.068651329,4.65731722,-0.329899675,1.902216007,-1.740517354,-2.232674763,-1.193324376,1.039851035,-1.901271966,-1.390281849,-1.708257795,0.684466723,0.971695803,0.546924794,0.132755534,0.837646079,0.699739322,0.734876251,-1.061564966,0.994067611,-0.046954458,0.439505787,0.22783007,0.568449222,0.192322421,0.313544043,15.13,0
172309,1.965920958,-0.398473071,-0.384422027,0.295218779,-0.449764054,-0.001092638,-0.643969536,0.056608343,1.093515645,-0.024735844,0.453274731,1.540697177,1.096724052,-0.225541925,-0.299797104,0.361622986,-0.977060153,0.725583022,0.228207839,-0.132267522,0.225767763,0.92422382,0.036107552,-0.440388337,-0.030430412,-0.206454206,0.043744231,-0.04913176,9.99,0
172310,-0.808146031,1.557818082,-0.82774045,-0.725953944,0.07510394,-0.823840817,0.332905069,0.671705097,-0.211933506,-0.566883592,-1.740868587,0.473355902,0.698989127,0.543076345,-0.463950842,0.313343119,-0.358294666,-0.517013535,0.133071853,-0.081126292,-0.247802928,-0.705832513,0.102177649,-0.654843078,-0.281698315,0.189326585,0.108568677,0.023643551,11.99,0
172311,0.273275506,0.038387158,0.175893485,-0.798352951,-0.167529493,-0.570325489,0.514423831,-0.074033472,-1.345577772,0.549189889,0.403421782,0.064922293,-0.764261088,0.420197399,-1.169008158,-1.786469908,-0.02437397,1.196641422,-0.162548373,-0.530248952,-0.416049036,-0.728306112,0.272521367,-0.048652656,-0.979926203,0.023539553,0.095030379,0.095756968,40.8,0
172312,1.944068682,-0.241760296,-1.441286061,0.15522913,0.802930193,0.811876538,-0.106647779,0.218692823,0.589631054,-0.086925096,-0.26428684,0.562113359,-0.179946676,0.343421966,0.661416136,-1.140655903,0.655467178,-2.255794386,-0.895909742,-0.311712883,-0.176624592,-0.263084429,0.403805428,-0.337542208,-0.399493729,0.344409703,-0.025604563,-0.069120994,1.18,0
172312,2.011195095,-0.104317421,-1.179612543,0.23094832,0.123755867,-0.68172123,0.149549007,-0.216140737,0.183230609,0.212076141,0.805521058,1.439083409,0.821590179,0.300605932,-0.720987206,0.149817335,-0.699287168,-0.362778927,0.54564095,-0.119802272,-0.23976012,-0.589871576,0.264589046,-0.313711168,-0.265283576,0.193940457,-0.072909143,-0.068853542,17.99,0
172313,-0.359653232,0.122580555,0.797503502,-0.517181762,1.260086218,-1.280432388,0.833562419,-0.393168636,-0.132425257,-0.466949761,-0.761583646,0.26585927,0.409936884,-0.133964493,-0.297555509,-0.218208231,-0.47305279,-0.880247147,-0.098249235,0.094821481,-0.257039546,-0.685655459,-0.002170056,-0.0780863,-0.032591013,0.181529125,-0.252238399,-0.246003975,1.29,0
172313,-1.088837688,0.545693482,-0.316606767,-0.598988132,0.631802163,-0.858356645,0.477406137,0.26454565,-0.330185383,-0.219727477,0.452651095,1.137239342,0.565068812,0.409936696,-1.102912545,0.317970768,-0.673568929,-0.180594417,0.393128302,-0.370441181,-0.243696845,-0.428674351,0.553609636,-0.332160824,-0.327265564,0.14497244,-0.006131725,-0.070777009,9.99,0
172319,-0.371233838,1.231782672,-0.556606756,-0.720688503,0.743562553,-0.67071345,0.752147119,0.115149027,0.238900982,-0.011127009,0.977637952,0.035485931,-1.228017094,-0.728793356,-0.794360848,0.500334987,0.209913567,0.342063022,-0.039788934,0.205292605,-0.355640537,-0.835897085,0.129927086,0.62256899,-0.404435068,0.099678264,0.421889528,0.200743616,1.29,0
172319,1.465662468,-0.908473568,-2.890795608,0.480021512,0.579521103,-1.176135249,1.361124492,-0.564407247,-0.136986241,0.095130564,0.599789735,0.619642248,-0.663979053,1.246336333,-0.665607178,-0.743399503,-0.374354445,0.108710897,0.330977361,0.385310057,0.524980402,0.937097001,-0.553766815,-0.310876249,0.688888754,0.094449909,-0.143592279,-0.042416017,336.33,0
172319,2.286502694,-1.608896071,-0.37751755,-1.880679449,-1.292953988,0.597410905,-1.864185682,0.149594866,-0.950169293,1.641474993,-0.375105204,0.102983594,1.898870598,-0.98001601,-0.380135338,0.55964518,-0.581594735,1.17344438,0.365771621,-0.292202557,-0.124535566,0.201689137,0.147197245,-1.385794291,-0.370719594,-0.168652341,0.067539649,-0.050378608,15,0
172322,2.034369004,-0.029309258,-1.05982428,0.408915281,-0.045739782,-1.104963466,0.241973128,-0.360647691,0.408618177,0.034806191,-0.54387777,0.916257951,0.921702195,0.112292278,-0.005657085,-0.202769864,-0.280516501,-1.061957824,0.065172251,-0.154833074,-0.267322418,-0.610432212,0.327633886,0.010842054,-0.288100453,0.197093268,-0.063865349,-0.056874948,11.99,0
172323,-0.459468404,0.167431143,0.170283042,-0.285378571,1.992411136,-0.850405438,1.213688653,-0.831713698,0.389911904,-0.009442344,-0.577969746,-0.748124959,-0.549803347,-1.480665085,0.24972961,-0.178754772,0.273284984,-0.188151942,0.419487634,-0.012142808,-0.401064339,-0.552876401,0.081281656,0.425676908,-1.046113807,0.028882999,-0.561036773,-0.353850212,1.98,0
172323,0.089898603,0.985522605,-0.333954182,-0.625624036,0.890138054,-0.577094925,0.898479151,0.023068624,-0.325324012,-0.671623526,1.132081883,0.635601114,-0.056243738,-0.821299921,-0.953961313,0.489101698,0.159806789,0.2332844,0.01008339,0.037805931,-0.27847448,-0.694746868,0.10901292,0.661379788,-0.465211241,0.086345738,0.217496933,0.075861334,7.97,0
172326,1.802931587,-0.153104671,-1.702115163,0.941003739,-0.137936324,-1.702438492,0.504246987,-0.397414463,0.467873376,-0.403621873,-0.193909874,-0.207507489,-1.070360573,-0.620882044,0.163347567,0.088173486,0.895905976,-0.258729493,-0.295229337,-0.039639501,-0.164496215,-0.62428375,0.181438659,0.344528166,-0.223721238,0.106953802,-0.080685658,-0.013687505,118.78,0
172327,-0.196944304,0.732358675,-0.537274039,-0.718291062,0.475110271,-0.092716956,0.699329549,0.406676236,-0.535583411,-0.714796246,0.198807385,0.891397138,0.153100992,0.557706552,-1.350640698,0.239761395,-0.568873874,-0.07513503,0.402449646,-0.109986349,-0.081559461,-0.441168875,0.200523253,0.353591411,-0.319849538,0.172505855,-0.186395904,-0.076027718,64.66,0
172329,-2.58311782,2.936337305,-1.960681485,-0.190599303,-1.536308775,-2.011598711,-0.712776819,1.800044008,-0.271601229,-0.197815494,-0.609051218,1.516718128,0.923710946,1.631211248,0.220551967,-0.268919562,0.668168066,-0.186622451,-0.518438335,-0.035833642,0.53581247,1.441718111,0.270734207,0.914285821,-0.575906458,-0.245615284,0.314287538,0.25205657,0.99,0
172329,2.078541596,-1.119785238,-0.338305537,-0.727997108,-1.330486075,-0.669741073,-1.068741072,-0.125539981,0.19130896,0.706048347,-0.754811753,-0.291894726,0.614961124,-0.634456224,0.267805797,1.148286813,0.127144677,-1.066087788,0.244747773,0.059315412,0.493215569,1.486371517,0.039055991,0.056978746,-0.109213569,0.036827641,0.018015351,-0.040664132,47.22,0
172332,1.820839786,0.192132135,0.54960548,3.653576328,-0.318066275,0.859346551,-0.81871185,0.332640569,-0.469478089,1.514923569,0.196701543,0.652704052,0.612218814,-0.250948993,-0.907423135,1.798718672,-1.477518567,0.630381148,-1.416201517,-0.214885873,0.087608302,0.290279436,0.277854913,-0.382924576,-0.500342528,-0.174345894,0.03091168,-0.032064996,7.59,0
172332,-0.68456763,0.850294494,0.07956763,-0.655694287,0.378743659,-0.954188203,0.765507993,0.138760435,-0.128985829,-0.14466057,0.482131007,0.372517471,-1.138196595,0.602332541,-1.320859884,-0.061703835,-0.415995597,-0.139361315,0.314116054,-0.17438618,-0.117479476,-0.144045304,0.219855462,0.059640867,-0.883460592,0.099047113,-0.018184485,-0.044669233,3.79,0
172333,-0.736820375,0.583340194,-0.55478214,-0.528173579,1.213737863,-0.772869164,1.151983227,-0.418058034,0.570311694,-0.055686768,-0.676527326,-0.554279291,-0.517136479,-1.353158263,0.003148659,0.216468956,0.222588038,-0.260111179,-0.18049816,-0.166673882,-0.495912896,-0.763264293,0.448523059,0.394410321,-0.413398656,0.026880381,-0.738502904,-0.608394878,21.99,0
172333,-0.772798648,1.565483028,-1.676629637,-0.858090197,0.777245549,-0.037314104,0.144481009,0.963797742,-0.368072251,-0.805351195,-0.209080813,0.515551576,0.154448666,-0.305322033,-0.91226559,1.066543979,0.067166649,0.689535905,0.41453577,-0.037651098,-0.308379036,-0.969788008,0.06100088,-0.519625563,-0.218551547,0.169273856,0.090192672,-0.022253116,17.48,0
172334,1.811578145,-0.649292155,-0.437331022,0.440672189,-0.59329896,0.019200502,-0.61365951,0.195107493,0.909298204,0.190440044,0.73019304,0.568335402,-0.87954109,0.300090265,-0.038176301,0.691335483,-0.754368466,0.293737139,0.103768711,-0.078962319,-0.123806939,-0.522065371,0.38459568,0.719076976,-0.648395086,-0.082249072,-0.040521924,-0.030306244,79.99,0
172335,-1.418157018,0.383556184,1.557812926,-0.51690365,0.885050216,-0.677703594,0.770006649,-0.149234994,0.115952244,-0.149209205,-0.53166184,-0.167667511,-0.276504685,-0.240883283,0.195794598,-0.219806893,-0.345241297,-0.42306268,-0.304845512,0.352563642,-0.129456681,-0.095329153,-0.259504715,1.104550199,0.660492826,0.304922063,0.147242702,0.056613414,38.9,0
172339,-0.344858803,0.955002039,-0.222724947,-0.716891784,0.190124562,-0.663748006,0.550247177,0.42595352,-0.340032717,-0.457401762,0.206919809,0.467104422,-0.724502646,0.760804738,-1.033764859,0.358027315,-0.564342264,-0.009190509,0.322213197,-0.137473463,-0.185972914,-0.593196719,0.123666911,-0.367017453,-0.471358371,0.14512258,0.106482403,0.020676371,21.26,0
172340,2.007658052,-0.171016631,-0.775653148,0.222038348,-0.375984541,-1.130646026,-0.029292772,-0.227953474,0.585735699,0.078627673,-0.513398626,0.191622869,-0.213797716,0.40899355,0.933694421,0.387307106,-0.49578024,-0.857104675,-0.055694346,-0.193417949,-0.446692223,-1.345929164,0.54969926,-0.072630015,-0.754392337,0.023054182,-0.069698304,-0.046427162,20.56,0
172340,-0.17030782,1.088100239,-0.816299972,-0.282051977,0.278317473,-1.314349199,0.453455649,0.218018309,0.25176046,-1.488002194,-0.993896881,-0.240327143,-0.670534315,-1.510447131,-1.05251653,0.457651077,1.162520845,0.315115227,-0.766641765,-0.368088394,0.065590468,0.203333675,-0.155007618,-0.050162218,0.031958829,0.508626749,-0.338526715,-0.133545047,1,0
172340,-2.599063006,2.054898036,0.882435214,4.188015413,-0.268476334,0.508527061,0.313562785,0.183998115,0.012151487,4.091802507,-0.932231416,-0.648178306,0.196903298,-0.603793529,1.057738991,0.093912572,-0.091091604,-0.072988838,1.003744396,0.973688083,-0.602235502,-0.603348599,0.173852208,-0.101251773,-0.446651885,0.059043847,1.117229835,1.474616153,69.78,0
172342,1.830666074,-0.957714257,0.036528555,0.602433219,-0.856576694,1.008532473,-1.285902358,0.517216976,1.858633117,0.001963951,-0.227074241,0.528622384,-1.249524761,-0.382562962,-1.202980327,0.372609644,-0.439150893,0.504145532,0.424223831,-0.173197979,-0.029690875,0.088740699,0.23599366,0.291934399,-0.462260074,0.207392817,0.009614203,-0.03811645,49,0
172343,2.027027702,0.442592573,-2.507690135,0.599296699,0.633532573,-1.333824128,0.184361856,-0.175236993,0.453811644,-0.994291318,1.402978282,-0.292249342,-1.261615526,-2.115678293,0.52614095,1.117656996,1.472060199,2.018659861,-0.280249509,-0.210032321,0.114220089,0.439504836,-0.084948278,-0.583606523,0.229537855,-0.096215399,0.007962777,-0.008178786,1,0
172346,-0.533707912,0.028687551,2.007111779,0.195633375,-1.644571028,0.871952395,-1.352270611,0.772654649,0.500955777,-0.090794331,-2.257750007,0.816569999,1.020047718,-1.452920863,-2.275729018,-1.709418179,0.261628517,1.48304269,-1.184480169,-0.750040015,-0.078926906,0.584619471,-0.014606997,-0.013221897,-0.481911636,-0.570382531,-0.149302013,0.013745474,10,0
172346,-0.759996994,0.84593167,2.187669892,-0.713422447,0.199000186,-0.492105944,0.62471076,-0.049154012,-0.101589859,-1.215639062,-0.682105025,0.913975837,1.571771998,-0.462840052,0.190741414,0.073566973,-0.642094908,-0.241073731,-0.101625804,0.032232183,-0.156583903,-0.36729312,-0.288801814,0.050503304,0.428345491,-0.507958854,0.069784236,0.074492898,0.12,0
172347,2.066150894,-0.125736554,-1.073247449,0.046075669,0.034641219,-0.763675363,0.031014892,-0.255616758,0.506808949,0.061703988,-1.088063995,0.38634504,0.792372121,0.185505105,0.846088938,0.624663842,-0.875213011,-0.629160943,0.293101125,-0.102831459,-0.490765889,-1.437869946,0.437753132,-0.751277232,-0.610280173,0.061427002,-0.068558262,-0.051266443,22.62,0
172348,-0.857789654,0.10972632,2.063558101,-1.284886309,0.30130425,-0.609217816,0.270942502,-0.010271942,0.542731218,-0.720754517,0.735388955,0.156593704,-1.330907285,-0.044830623,-0.42644222,0.563088341,-0.990392225,0.34986057,-0.306774122,-0.216767027,-0.228329345,-0.611265791,-0.292235031,0.021845247,0.338991075,-0.299800785,-0.340686906,-0.30201718,0.77,0
172348,2.038277732,0.198143826,-1.734459263,0.515580053,0.236667897,-1.391896976,0.286937695,-0.383103664,0.553431366,-0.491646459,-0.316581083,0.201598498,0.270986216,-0.778086065,0.922232211,0.153062298,0.412478134,0.402811501,-0.482209939,-0.17741998,0.204669467,0.769628308,-0.032565237,-0.139851963,0.253667734,-0.095694097,0.000958539,-0.030442496,11.37,0
172348,2.064805587,0.008283942,-2.226901086,0.926501883,1.119908165,0.17860428,0.349210468,-0.010440707,0.26233316,0.46965397,-0.554922526,-0.296558348,-1.845109449,0.991305492,-0.907333772,-0.117790363,-0.699097248,0.436070425,0.497929599,-0.327431182,0.006760573,0.087819823,-0.095231939,-0.452246136,0.532752577,-0.468377947,-0.036696772,-0.079255758,11.99,0
172348,-1.351688837,1.969541336,-2.145251727,-0.866653743,0.438384431,-0.124296958,-0.245480901,1.404284234,-0.342847463,-0.717389265,-0.333981065,0.688898502,0.217647222,-0.058119216,-0.934845617,1.168003356,0.227636045,0.710132309,0.379202154,-0.019936877,-0.296304959,-1.007137712,0.104401053,-0.523059765,-0.148007368,0.175197444,0.068955645,-0.026790763,11.99,0
172349,-2.653480494,1.432018907,0.146721361,4.757130336,-0.743628739,0.596757844,-0.895216279,0.831410149,-0.943824,2.151493252,-1.739085601,-0.418196814,0.362325478,0.224282827,0.66746691,0.33022087,0.284175027,0.577846099,1.066726978,-0.639448715,0.330136869,1.15614362,-0.281658756,-0.045702548,-1.245401969,0.227275323,-1.624107423,-0.66371733,37.89,0
172349,2.35289978,-1.13480747,-1.950165279,-2.050620689,-0.060236067,-0.070332899,-0.647961956,-0.201503381,-2.078525853,1.79609803,0.205232179,-0.059428861,1.389457552,-0.032118266,-0.542142137,-0.225801626,-0.18164213,0.246187541,0.51583199,-0.302223769,-0.311533152,-0.524607453,0.179399073,-0.379957467,-0.040572136,-0.301384992,-0.025675877,-0.06772167,24.95,0
172349,-1.73165098,-0.724774819,2.080713205,-0.843114742,1.542707521,0.406016917,-0.552330443,0.656396597,0.588569649,-1.355669579,-0.687238984,-0.069809562,-0.907115047,-0.040950495,0.832780643,-0.678545137,0.238205729,-1.011791259,-1.899439218,0.004337752,0.361475157,0.874834542,-0.211272447,-1.03786195,0.57179387,-0.072893932,0.057155469,0.068046565,9.99,0
172349,1.500166146,-1.133264666,-1.664783806,0.477474559,-0.463466622,-1.098691719,0.425555384,-0.315566828,0.590382813,0.076316417,-0.651137579,-0.630192247,-1.567076342,0.824943223,0.861464946,0.072661045,-0.259996306,-0.111015872,-0.438626966,0.306956091,0.387239188,0.450673535,-0.110802992,1.191403359,-0.136611408,0.702337446,-0.16083274,-0.011859335,299,0
172350,-2.927938688,-1.618922573,-0.988157978,-0.160082942,1.118458627,-0.611193857,0.674021235,0.355829951,-0.073953445,-1.733534106,0.429353943,0.251049942,-0.777797047,-0.872097265,-0.9123013,0.621083371,0.780832095,0.987658872,0.455004879,0.00766102,-0.097997368,-0.665139617,-0.497844957,0.289086606,0.028931431,-0.138991321,0.154305624,-0.335636609,301.44,0
